Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Derived,Indicator Name,Unit,Footnote (2023-2024),2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,609.44,564.79,513.24,545.15,464.03,555.4,560.34,491.19,305.5,354.99,445.8,518.14,436.82,467.89,455.01,448.96,434.36,436.38,413.62,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,10659.0,10047.496,11547.557,13822.211,18282.927,18458.858,13321.153,22017.099,44263.069,15211.823,8055.625,7397.286,8184.559,12025.066,9620.195,12796.547,12675.728,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13321,Not applicable,44263,15212,8056,7397,8185,9330,9620,,12676,13336,11849,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,331.53,318.87,352.43,427.5,572.93,585.39,427.98,715.29,1396,508.77,272.43,251.71,279.35,411.86,336.56,452.56,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,,No data,191.9,1.9,4.5,4.1,3.3,3.52,5.7,7.5,5.3,3.5,1.5,-0.5,3.4,3.36,3.4,5.1,3.1,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,183.39,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.3,Not applicable,Not applicable,,,,,,,,3.4,5.1,3.1,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Dividends,F20,Report,Dividends,$ 000s,,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,-7.2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,-4.2,-2.6,-1.8,-8.9,-7,-3.6,-1.6,-0.8,-5,0,-7.1,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,1.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,81.9,>1,101,>100,>100,>100,>100,0,>100,>100,>100,5.8,>100,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,6507.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13652.811,13566.958,17761.606,14409.582,9034.553,5034.171,488.855,-3122.539,3676.186,5823.331,6951.304,5052.224,4176.748,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.3506,0,0.2546,0.1499,0.0206,-0.167,0.1371,0.2225,0.2736,0.1781,0.1809,,,,,0
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,193.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,243.866,254.784,276.834,248.618,293.287,283.842,276.607,267.566,277.339,280.821,285.002,316.65,313.053,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,0.0,0,0,0,0,0,0,0,0,0,0,328.024,173.906,85.453,15.889,0,0,0,285.479,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,19596.0,18471.47,16957.756,17663.915,14800.352,17507.606,17482.718,15119.278,9686.655,10599.578,13183.591,15202.929,12799.243,13662.683,13013.264,12694.565,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Riverina Water County Council,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Not applicable,,,,,,,,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,55535.73,52200.551,47703.88,51132.514,52652.427,49400.369,47585.646,46619.024,48940.349,48854.686,50958.253,56631.748,52421.163,48202.529,50842.587,44207.061,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,37813.401,36173.716,35001.753,35340.013,34042.439,33650.229,33805.94,33777.706,32745.36,34830.846,35914.594,44490.826,42183.96,41607.234,37648.764,35820.873,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,93349.131,88374.268,82705.632,86472.527,86694.866,83050.599,81391.587,80396.729,81685.709,83684.865,86872.848,101122.574,94605.151,89809.762,88491.351,80027.934,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,41.2,37.8,41.6,46.8,49,59,56.6,No data,No data,,,,,,,41.4,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,1657.09,1565.23,1439.37,1553.05,1613.44,1513.45,1456.69,1453.12,1535.14,1545.08,1647.8,1352.14,1279.81,1209.72,1312.37,1092.07,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,1227.39,1181.68,1148.35,1164.3,1126.92,1118.69,1126.67,1137.87,1107.76,1193.4,1256.94,1209.29,1169.79,1163.71,1069.66,991.17,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Revenue,F7,Derived,Total income per property,$/property,,2785.38,2649.9,2495.49,2626.43,2656.32,2544.37,2491.55,2505.97,2562.29,2646.66,2809.15,2414.41,2309.7,2253.92,2284.18,1976.97,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0096,0.0116,0.008,0.011,0.011,0.0101,0.0112,0,0.0131,0.0067,0.0174,0.0146,0.0156,0.0044,0.0169,,,,,,,0
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,514485.745,444242.577,439962.889,462295.322,473615.486,485337.328,420864.263,432686.568,437308.291,435711.723,442359.227,570741.121,564652.42,564656.991,503969.67,488771.059,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,256831.693,241303.484,240003.94,246043.313,252283.069,257676.559,207829.212,213650.22,211465.02,216731.955,218126.856,336283.972,331007.015,327100.294,323030.554,231121.194,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,639.7,645.36,663.64,476.5,468.76,455.34,444.42,462.71,463.18,506.21,424.69,448.43,463.62,428.74,475.35,486.08,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,407.88,526.97,339.45,343.16,343.29,351.98,346.51,360.99,372.58,394.71,310.39,397.76,419.53,347.14,387.83,421.03,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,41271.621,15938.4,11539.123,7620.608,8119.611,10085.12,10921.917,11500.679,14638.129,11818.318,14749.18,18479.157,17368.738,,,43411.895,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,20601.874,31360.119,11067.062,7146.623,4696.428,8205.677,9838.021,8832.003,9177.083,8486.326,14268.481,12004.356,18629.902,,,9799.158,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,61873.0,47299,22607,14767,12816,18291,20760,20333,23815,20305,29018,30484,35999,51587,,53211,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,1231.47,477.92,348.18,231.46,248.75,308.97,334.34,358.48,459.16,373.77,476.93,441.21,424.04,747.51,,1072.43,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,668.7183,1024.4387,363.0926,235.4529,155.4493,272.7951,327.8794,297.524,310.4561,290.767,499.3694,326.2851,516.6219,609.7706,,271.1444,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,3.1,4.4,3.4,5.1,5.5,3.9,5.3,4.4,5.2,5.2,6.66,3.98,3.75,3.38,4.22,2.35,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,7.1,6.2,7.9,7.8,7.1,5.4,7.9,7.3,6.8,7.1,8.81,5.75,4.74,5.29,3.92,5.47,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,4.5,5,5,6,6,4.4,6.1,5.4,5.7,5.8,7.37,4.63,4.11,4.08,4.1,3.36,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Dividends,F20,Report,Dividends,$ 000s,,10907.483,6410.638,10704.711,19049.42,12251.101,13945.934,12890.614,12487.554,15829.355,18912.82,13197.319,13416.869,16708.715,13196.193,16436.667,12753.685,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.206,0.225,0.461,0.6,0.4,0.7,0.5,0,0.7,0.3,0.6,0.7,0.5,0.5,0.3,,,,,,,0
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,-3.5,-3.5,-5.4,-4.7,-3.1,-0.3,1.9,3.8,5.3,5.5,5.8,7.8,7.8,6.5,3.9,,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,0.0,128.4,102.3,48.4,35.3,24.1,17.2,12.8,12.2,12.6,12.87,6.8,5.86,8.52,8.94,577.51,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,52832.919,28457.018,23237.813,29591.308,30016.995,21093.217,28593.923,22997.833,25401.284,28764.34,37985.244,24295.231,25026.101,29163.307,35112.268,42420.155,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.566,0.322,0.281,0.3,0.3,0.254,0.3513,0,0.3437,0.4373,0.2403,0.2645,0.3247,0.3968,0.5301,,,,,,,0
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,892.916,1023.106,660.33,933.249,979.204,842.902,912.311,872.244,766.565,1093.918,584.193,1759.282,1381.666,1398.068,387.119,1355.328,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,32493.758,0,758.387,342.365,68.029,3054.947,4462.507,3095.213,170.518,1143.129,1571.804,231.625,-214.987,4075.13,14355.18,25913.821,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,808.2,3609.679,3241.161,181.12,378.964,398.036,304.832,1375.826,1306.6,189.667,1626.767,0,0,0,0,31.038,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,21438.994,21522.712,21994.335,15688.176,15309.853,14862.685,14517.884,14844.67,14766.425,16004.491,13133.67,18781.743,18990.04,,18415.596,19676.65,,,,,,
Queensland,"Medium—20,000–50,000 connected properties",Rockhampton Regional Council,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,12565.941,16131.53,10346.252,10415.94,10367.726,10587.326,10397.166,10715.824,11013.45,11514.376,8868.825,14633.907,15128.494,,13650.277,15216.038,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,27791.0,26931.916,31805.411,30520.459,30149.961,30460.475,33380.311,28706.122,33624.561,29497.096,29349.587,26572.658,27740.137,24966.301,23891.596,20461.469,18776.599,14945.573,17696.434,,,
New South Wales - Country,Bulk water authorities,Rous County council,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31928.092,27299.215,34293.26,29270.264,28936.378,26191.079,27659.346,24751.968,21512.548,19809.67,18776.599,15177.153,15891.105,,,
New South Wales - Country,Bulk water authorities,Rous County council,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,100.0,100,100,100,0,0,0,0,Not applicable,,,,,,,,4.9,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,,Not applicable,No data,No data,Not applicable,Not applicable,Not applicable,,,,,,580.6,523.4,522.79,,,,,,,
